filename,growth_stage,damage,extent
L341F00366C01S06863Rp18347.jpg,V,PS,0
L371F00131C39S14373Ip.jpg,S,G,0
187_repeat_2_2047_6262_4629.JPG,M,DR,50
L325F03156C01S06993Rp29074.jpg,F,DR,30
L141F00671C01S00240Rp14734.jpg,M,DR,40
L121F00535C39S12738Rp40147.jpg,V,G,0
L1115F00424C39S12163Ip.jpg,V,DR,10
L326F03128C39S13418Rp35299.jpg,S,G,0
L1122F00055C01S08988Rp25157.jpg,F,DR,10
L125F01025C01S13586Rp40734.jpg,V,WD,0
L121F00074C01S07135Rp16636.jpg,V,WD,0
L124F01477C01S01927Rp02821.jpg,V,WD,0
L1094F02632C01S02597Rp06352.jpg,M,WD,0
L1136F01393C39S11659Rp42019.jpg,M,DR,50
L1084F01037C01S00076Ip.jpg,V,G,0
L361F00186C01S07539Rp21877.jpg,V,G,0
L323F01835C01S00286Rp12832.jpg,F,WD,0
L1083F01454C01S01397Rp07923.jpg,M,DR,70
L342F02120C01S03404Rp02611.jpg,V,WD,0
L1136F01156C39S11649Rp36953.jpg,F,G,0
L354F02406C01S03052Rp01675.jpg,V,WD,0
206_repeat_2_2369_4250_2832.JPG,F,WD,0
211_repeat_2_1075_1315_1021.JPG,V,G,0
L222F01762C01S06827Rp21689.jpg,F,G,0
L405F02052C39S14864Ip.jpg,S,G,0
122_repeat_2_1625_998_673.JPG,V,G,0
L365F01284C01S09133Rp20794.jpg,V,G,0
L341F00167C01S00324Rp12606.jpg,M,DR,50
L141F01138C01S04226Rp11656.jpg,M,G,0
L231F04548C41S13683Rp45089.jpg,V,WD,0
L1089F01060C01S08536Rp16528.jpg,V,G,0
L1084F02364C01S07488Rp23423.jpg,F,G,0
L1094F00013C01S00272Ip.jpg,V,G,0
L222F00241C01S09780Rp25514.jpg,M,G,0
L1083F00926C39S12675Dp34698.jpg,V,G,0
L1094F01024C01S01256Rp04505.jpg,F,G,0
158_repeat_2_1490_4721_3091.JPG,M,DR,30
L365F03009C01S09123Rp20764.jpg,V,G,0
L144F02773C01S00166Rp12379.jpg,M,WD,0
L121F03458C01S01379Rp00227.jpg,V,G,0
L1153F03314C39S12025Rp38123.jpg,F,G,0
L144F02841C01S01162Rp12265.jpg,F,DR,50
L323F01551C39S14636Rp46569.jpg,M,WD,0
L221F00394C01S08515Rp28159.jpg,M,DR,30
L325F03562C39S12193Rp46991.jpg,M,G,0
244_repeat_2_2082_1598_1182.JPG,F,G,0
L144F00937C39S12240Dp33629.jpg,S,G,0
L1094F04342C01S09028Rp24388.jpg,F,G,0
L430F01559C39S14093Rp36337.jpg,S,G,0
L141F01250C01S07354Rp28863.jpg,M,DR,50
L1130F01042C01S05005Ip.jpg,F,G,0
L1124F01277C01S06750Rp26956.jpg,F,G,0
L1094F02309C39S11675Rp38613.jpg,M,DR,10
L1093F01700C01S08553Rp15768.jpg,S,G,0
L365F00490C01S01518Ip.jpg,S,WD,0
158_repeat_2_1490_5208_3563.JPG,M,DR,50
L1094F03321C01S03520Ip.jpg,V,G,0
L314F00516C39S12491Rp35648.jpg,V,WD,0
L1089F02409C01S08724Rp19518.jpg,V,G,0
L353F02807C01S07361Rp18147.jpg,F,WD,0
L141F03616C01S03821Ip.jpg,V,G,0
L341F01307C39S12276Rp37684.jpg,V,WD,0
L1089F00469C01S00290Ip.jpg,V,WD,0
L141F01836C39S12521Rp45997.jpg,M,DR,10
L1095F01812C39S13825Dp35878.jpg,F,G,0
L134F04015C01S10516Rp31581.jpg,M,DR,50
L361F02340C39S14059Rp34026.jpg,S,WD,0
L231F00243C41S12142Rp45433.jpg,M,DR,10
L1094F01561C01S07712Rp19417.jpg,V,G,0
L131F03894C01S01626Rp11674.jpg,M,WD,0
L1133F03020C01S07841Rp16898.jpg,V,G,0
L325F01429C39S12187Rp48669.jpg,M,DR,50
L331F00538C01S05379Rp12331.jpg,F,G,0
L353F01662C01S04806Rp07773.jpg,F,G,0
L124F00081C01S08874Rp21760.jpg,V,WD,0
L315F00141C39S13351Rp36460.jpg,V,WD,0
L398F02597C39S12758Rp46115.jpg,M,WD,0
L325F01429C39S12187Rp37723.jpg,V,WD,0
L323F01835C01S00286Rp10102.jpg,F,WD,0
L144F00932C39S14891Rp43861.jpg,V,WD,0
L361F01045C01S04904Rp02557.jpg,V,WD,0
L331F04163C01S04013Rp12703.jpg,V,WD,0
L331F04178C39S12612Rp45280.jpg,M,DS,0
L134F00871C01S09793Rp23947.jpg,F,DR,30
L1083F00026C01S08099Rp19370.jpg,V,WD,0
L1116F01994C39S12228Rp37037.jpg,V,G,0
L231F03543C03S08756Rp24776.jpg,V,DR,30
L314F01832C01S03812Rp10405.jpg,F,WD,0
L410F01546C01S01444Rp14035.jpg,M,DR,70
L323F00913C39S13077Dp45486.jpg,M,G,0
L428F00404C01S00140Rp13162.jpg,M,DR,90
L332F00162C39S12299Rp47411.jpg,M,G,0
L1093F00010C01S02842Rp03394.jpg,F,G,0
L232F03938C03S08610Rp17949.jpg,V,WD,0
L134F00801C01S10513Rp26096.jpg,M,DR,40
L321F01947C39S13039Rp44428.jpg,M,WD,0
L1123F01353C39S11929Rp33245.jpg,V,G,0
L134F00089C01S07195Rp28311.jpg,M,DR,30
L1095F01022C39S12056Rp35018.jpg,V,DR,20
L133F00716C01S00627Rp08192.jpg,F,WD,0
L121F00592C01S06816Rp29294.jpg,M,DR,30
L331F04164C39S12617Dp45284.jpg,M,WN,0
L354F00417C20S11115Rp26447.jpg,F,WD,0
L342F01261C39S12288Rp32817.jpg,S,WD,0
L1102F00407C39S11595Ip.jpg,V,WD,0
L232F04067C03S07346Rp18014.jpg,V,WD,0
L410F02693C39S14489Dp45670.jpg,V,WD,0
L1142F01167C20S10747Rp24899.jpg,F,G,0
L131F03889C01S07399Rp25206.jpg,F,WD,0
L326F01989C01S07141Rp17717.jpg,V,WD,0
L354F03994C01S01040Rp14976.jpg,M,DR,90
L113F01027C01S10033Rp21491.jpg,V,WD,0
L134F04020C01S08194Rp31816.jpg,M,DR,50
L331F04169C01S06921Rp16807.jpg,V,G,0
L232F04040C03S08329Rp19131.jpg,V,WD,0
L315F00144C01S03457Rp09170.jpg,V,WD,0
L1132F04292C39S12080Rp36910.jpg,M,G,0
L321F01932C01S07111Rp18648.jpg,F,WD,0
L361F02343C39S14623Rp41877.jpg,V,WD,0
L242F01471C01S03064Rp02790.jpg,V,WD,0
L326F01270C01S02202Rp05253.jpg,V,WD,0
L361F02347C01S10018Rp21003.jpg,V,G,0
L1090F03080C39S12343Rp36819.jpg,M,G,0
L1094F04282C01S09944Rp17512.jpg,V,G,0
L415F00433C01S08518Rp23109.jpg,V,G,0
L373F00107C01S01636Rp03786.jpg,V,WD,0
L326F01982C01S03658Rp05850.jpg,V,WD,0
L122F03532C01S03257Rp06127.jpg,V,WD,0
L121F03192C01S07212Rp18193.jpg,V,G,0
L332F01678C01S00469Rp08450.jpg,F,G,0
L410F03421C01S03191Rp08282.jpg,V,WD,0
L1094F03591C01S01283Ip.jpg,V,WD,0
L134F00754C39S14165Rp35736.jpg,S,G,0
L410F01795C39S12338Ip.jpg,S,G,0
L1089F02358C01S08278Rp23841.jpg,F,G,0
L321F01947C01S07142Rp22663.jpg,F,ND,0
L315F02143C39S13352Rp40415.jpg,V,WD,0
L134F00754C39S14165Ip.jpg,S,G,0
L122F00611C39S13856Rp33872.jpg,S,G,0
L361F02338C01S01973Rp10811.jpg,F,WD,0
L376F01611C01S07673Rp17921.jpg,S,G,0
L231F01717C40S14543Rp46037.jpg,V,DR,100
L1095F01389C01S08035Rp31290.jpg,M,WD,0
246_repeat_2_1386_2586_1601.JPG,F,G,0
L1094F00008C01S00327Rp02478.jpg,F,G,0
L232F04028C03S10345Rp26214.jpg,M,DR,60
244_repeat_2_2082_5182_3505.JPG,M,G,0
L122F01516C39S13115Rp43018.jpg,V,G,0
L133F03014C01S00293Rp04359.jpg,F,WD,0
L331F04676C39S14130Rp42419.jpg,M,G,0
L1093F02787C39S11715Rp41959.jpg,M,DR,40
L321F01935C39S13136Rp39585.jpg,V,WD,0
L141F03503C39S12590Rp38855.jpg,V,WD,0
206_repeat_2_2369_6239_4607.JPG,M,ND,0
L376F03309C39S12200Rp33806.jpg,S,G,0
L323F03019C01S00416Rp01473.jpg,V,WD,0
L1153F03241C01S03790Ip.jpg,V,G,0
L232F04031C03S07315Rp31118.jpg,M,DR,50
L113F01210C01S10039Rp26974.jpg,V,G,0
L332F00162C01S00464Rp01304.jpg,V,WD,0
L144F00933C39S12237Rp42662.jpg,V,WD,0
L1130F03203C01S07584Rp21746.jpg,M,G,0
L326F01694C01S01999Rp11300.jpg,F,WD,0
L361F03517C39S13051Rp40210.jpg,V,G,0
L1132F04291C39S12082Ip.jpg,V,WD,0
L341F01307C39S12276Rp43131.jpg,M,G,0
16_repeat_2_1029_3567_2316.JPG,M,WD,0
L331F04165C39S12609Ip.jpg,S,G,0
L1089F00469C39S11591Rp37891.jpg,M,WD,0
L341F00544C01S00346Rp12619.jpg,M,WD,0
L1094F04314C40S12052Rp39684.jpg,M,DR,40
L221F03419C39S13056Rp46593.jpg,M,G,0
L323F00151C39S13024Rp35230.jpg,V,G,0
L323F00157C01S00044Rp01349.jpg,V,G,0
L1094F02632C39S11739Rp40595.jpg,M,DR,20
L242F01470C01S03473Rp08296.jpg,F,WD,0
L410F02877C01S07534Rp21601.jpg,V,G,0
L1083F01068C01S06795Rp25847.jpg,F,G,0
L371F01552C41S14352Rp41619.jpg,S,G,0
L1144F04457C39S11927Rp34615.jpg,M,WD,0
L326F01985C01S04233Rp11305.jpg,F,WD,0
L1094F00389C39S11746Rp40584.jpg,M,G,0
213_repeat_2_1995_1085_773.JPG,V,G,0
L222F02150C39S14319Rp40330.jpg,V,WD,0
L1095F01022C01S09191Rp23661.jpg,V,WD,0
L1094F00929C01S07976Rp28506.jpg,F,WD,0
L141F03538C39S14345Ip.jpg,S,G,0
L415F01542C01S03493Rp09851.jpg,F,WD,0
L435F00204C39S12244Rp37790.jpg,S,G,0
L410F01127C01S07477Rp21777.jpg,V,G,0
11_repeat_2_2419_4259_2841.JPG,M,ND,0
L1148F03026C39S13976Rp36636.jpg,F,G,0
L314F03336C01S03501Rp10368.jpg,F,WD,0
L371F02015C01S04261Ip.jpg,S,G,0
L1094F00008C39S11667Rp32920.jpg,V,WD,0
L406F00105C01S08369Rp20319.jpg,V,G,0
L341F02943C01S04892Rp06866.jpg,V,G,0
L1116F00429C01S08851Rp23202.jpg,V,G,0
L1148F02191C01S10158Rp26334.jpg,F,G,0
L1153F00065C39S11872Rp34634.jpg,F,DR,30
L311F02421C39S13469Rp37531.jpg,M,WD,0
L241F04243C39S13197Rp40022.jpg,V,WD,0
L341F01343C01S00371Rp06879.jpg,V,WD,0
L1122F04422C39S11772Rp41116.jpg,M,DR,50
L428F00209C39S13900Rp44684.jpg,V,G,0
72_repeat_2_3105_4070_2642.JPG,F,WD,0
L311F03210C01S09205Rp25582.jpg,V,G,0
L221F00292C01S10162Rp22670.jpg,F,WD,0
L141F01655C39S14073Rp47072.jpg,M,DR,10
L378F03138C39S12599Rp34879.jpg,S,G,0
L1131F04385C39S11871Ip.jpg,V,G,0
L232F04071C40S14820Rp45667.jpg,F,G,0
L341F00544C39S12271Rp47769.jpg,M,DR,30
L406F01761C01S14395Ip.jpg,S,G,0
236_initial_1_1994_1994.JPG,V,G,0
L1093F00035C01S00165Rp02549.jpg,F,G,0
L361F02341C01S03420Rp10834.jpg,F,DR,10
L426F02817C39S14970Rp44249.jpg,V,G,0
L221F01712C01S03321Ip.jpg,V,WD,0
L1133F01668C01S01538Rp00322.jpg,M,G,0
L1094F00350C39S11564Rp41837.jpg,M,DR,60
L232F01680C39S14541Ip.jpg,S,G,0
L231F02753C40S12818Rp47225.jpg,M,G,0
L365F03201C39S12462Ip.jpg,S,G,0
L398F03176C01S09772Rp19664.jpg,V,G,0
L221F01293C39S13388Ip.jpg,S,G,0
L222F03122C01S06831Rp28158.jpg,M,DR,20
L1144F04436C01S09217Rp29402.jpg,M,WD,0
L121F00583C01S07566Rp27948.jpg,M,G,0
L342F02126C39S14501Rp43533.jpg,M,WD,0
L144F00935C39S12238Ip.jpg,S,G,0
205_repeat_2_1105_6381_4752.JPG,M,DR,50
L141F00093C01S06986Rp27023.jpg,M,DR,20
L410F00649C01S01369Rp08892.jpg,V,G,0
L134F00821C01S09698Rp25712.jpg,M,DR,40
L1122F02870C39S14620Rp37609.jpg,M,G,0
L311F03565C01S00951Rp02345.jpg,M,DR,50
L1083F01448C39S13105Ip.jpg,V,G,0
L141F02603C01S02236Ip.jpg,V,G,0
L222F00970C39S14109Rp39045.jpg,V,WD,0
L415F01767C39S14147Rp36655.jpg,S,G,0
L144F01202C01S01090Rp12890.jpg,M,DR,80
L323F03196C39S14664Rp43684.jpg,M,G,0
L231F00243C41S12142Rp33535.jpg,S,G,0
L1155F04248C39S11899Rp38187.jpg,F,WD,0
L222F02391C01S10148Rp25537.jpg,M,DR,30
L221F00336C01S08475Rp28187.jpg,M,G,0
229_repeat_2_2062_629_450.JPG,V,WD,0
L1136F03606C01S00740Rp00647.jpg,F,G,0
L410F02661C39S12870Ip.jpg,S,G,0
L133F03263C01S06950Rp24045.jpg,F,DR,40
L144F00974C01S08577Rp21953.jpg,F,WD,0
L371F03452C01S03412Ip.jpg,S,WD,0
L323F01607C01S01228Rp02385.jpg,V,G,0
L341F01491C23S08105Rp24284.jpg,M,DR,20
L1095F03386C39S12040Rp36367.jpg,F,WD,0
L1093F00637C01S08389Rp26883.jpg,M,WD,0
L1123F02853C39S11947Rp40465.jpg,M,DR,50
L331F01537C01S05386Rp04871.jpg,V,WD,0
L231F03159C40S13016Rp33184.jpg,S,G,0
L1084F02364C01S07488Rp17443.jpg,V,G,0
L322F00149C01S01445Rp12311.jpg,F,DR,20
L1132F04294C01S07490Rp25253.jpg,F,G,0
L323F01387C01S07722Rp17957.jpg,V,WD,0
L242F04033C03S08877Rp28624.jpg,M,DR,60
L332F00619C01S00387Ip.jpg,S,G,0
L378F01645C01S00999Ip.jpg,V,G,0
L331F02034C39S13998Rp38263.jpg,V,WD,0
L428F00209C01S01301Rp01163.jpg,V,WD,0
L332F01528C39S12300Rp48684.jpg,M,DR,20
10_initial_1_1294_1294.JPG,V,G,0
L376F00119C01S00465Rp14845.jpg,M,WN,0
L1093F00983C39S11939Rp32663.jpg,V,G,0
L428F03464C20S10278Rp20168.jpg,V,WD,0
L221F01487C01S08480Rp17993.jpg,V,WD,0
L432F01647C01S01710Rp06952.jpg,V,WD,0
L1094F04337C01S07341Rp16715.jpg,V,WD,0
L378F00274C01S06901Rp16481.jpg,V,WD,0
L341F02943C39S12264Rp45223.jpg,M,G,0
L378F00117C39S12219Rp37707.jpg,S,G,0
L134F04023C01S08195Rp16177.jpg,V,WD,0
167_repeat_2_1077_5585_3924.JPG,M,DR,80
L332F03054C01S00452Rp06678.jpg,V,WD,0
L1133F00460C01S08043Rp28562.jpg,F,WD,0
L1094F01170C01S07721Rp18300.jpg,V,WD,0
L354F03934C39S14687Rp47875.jpg,M,WD,0
L133F00087C01S02744Rp01874.jpg,V,WD,0
L1137F03371C39S13401Rp34645.jpg,F,G,0
L410F02693C01S01335Rp13673.jpg,M,DR,40
L429F03126C01S08196Rp25387.jpg,F,WD,0
L376F04701C39S12389Rp33697.jpg,S,G,0
L354F03912C39S14684Rp44305.jpg,M,WD,0
L121F03248C39S00000Ip.jpg,S,G,0
232_repeat_2_1266_2527_1543.JPG,V,G,0
L406F00266C01S00610Ip.jpg,S,G,0
L1122F03010C39S12103Rp39677.jpg,M,DR,50
L1133F00345C39S12439Rp38619.jpg,M,DR,30
L133F03567C01S05503Ip.jpg,V,WD,0
L1089F02180C01S07348Rp20149.jpg,V,DS,0
L222F01762C39S12798Rp46716.jpg,M,G,0
L1122F00056C01S00170Rp07379.jpg,M,DR,60
L311F00133C01S00957Rp05508.jpg,M,DR,90
L113F00914C01S10084Rp30632.jpg,M,G,0
L322F03549C01S09634Rp27626.jpg,M,DR,30
L221F00237C01S03306Rp14153.jpg,M,DR,80
L1094F03476C01S03526Rp04683.jpg,F,G,0
L121F01703C01S07330Rp30048.jpg,M,DR,40
L232F00249C40S14571Rp49173.jpg,M,G,0
L406F03544C01S14634Rp42598.jpg,S,WD,0
L243F04634C03S06873Rp22516.jpg,V,G,0
L134F04227C39S13749Rp46769.jpg,M,G,0
L325F03525C39S12176Ip.jpg,S,G,0
L406F00105C01S00604Rp12260.jpg,F,WD,0
L1084F01962C01S07481Rp15924.jpg,S,G,0
L1094F03250C39S11759Rp41653.jpg,M,DR,50
113_repeat_2_2405_4219_2807.JPG,M,DR,30
L141F01026C39S12520Rp47558.jpg,M,DR,10
L1149F00051C01S00292Rp05648.jpg,F,WD,0
L1146F02761C39S12883Ip.jpg,V,G,0
L141F03558C39S14876Rp48985.jpg,M,DR,10
L1094F02835C01S07975Rp18494.jpg,V,WD,0
76_repeat_2_1379_3642_2386.JPG,V,WD,0
L222F00625C01S03324Rp02733.jpg,V,WD,0
L341F01298C01S00367Rp00479.jpg,V,WD,0
L134F00775C39S14169Rp41132.jpg,V,WD,0
L121F00577C01S04002Rp02083.jpg,V,G,0
L134F00779C01S05230Ip.jpg,F,WD,0
181_repeat_2_1623_5067_3398.JPG,F,WD,0
L1122F02737C01S09486Rp28272.jpg,F,G,0
L376F00111C39S12203Rp46929.jpg,M,DR,30
L353F00672C02S07825Rp28610.jpg,F,G,0
L1153F02240C39S11821Rp38098.jpg,V,WD,0
L1094F03321C39S11736Rp36192.jpg,M,G,0
213_repeat_2_1998_785_508.JPG,V,G,0
L1144F04449C39S12065Rp32646.jpg,V,WD,0
L415F02869C01S03991Rp14780.jpg,M,ND,0
226_repeat_2_1085_4643_3012.JPG,M,G,0
L325F03156C01S00265Rp13941.jpg,M,DR,60
L231F00548C41S12817Rp45648.jpg,V,G,0
L326F01991C39S00000Ip.jpg,S,G,0
L311F02694C01S09262Rp25639.jpg,V,WD,0
L144F02173C01S08707Rp20737.jpg,F,PS,0
L1095F00444C39S12039Dp41461.jpg,M,DR,60
10_repeat_2_1294_3486_2230.JPG,F,WD,0
17_repeat_2_1303_4771_3146.JPG,F,G,0
L322F00149C39S12948Rp41683.jpg,V,G,0
L231F01777C41S14898Rp43701.jpg,S,WD,0
L331F04162C01S07817Rp21728.jpg,M,WD,0
L125F00650C01S05187Rp04534.jpg,V,G,0
L1133F00440C01S07407Rp16217.jpg,S,G,0
192_repeat_2_2192_5153_3474.JPG,M,DS,0
L371F01725C20S11288Rp28647.jpg,S,WD,0
235_repeat_2_1102_968_638.JPG,V,G,0
L1124F01277C01S06750Rp21149.jpg,V,WD,0
L1084F01008C01S08314Rp18534.jpg,V,G,0
L124F00080C01S00227Rp09043.jpg,M,G,0
L1116F03113C39S12541Rp41836.jpg,M,DR,80
L1122F04424C01S09548Rp16264.jpg,V,WD,0
L1155F04251C39S11919Rp38201.jpg,F,WD,0
L113F01130C39S12989Ip.jpg,V,G,0
L325F03156C01S06993Rp15212.jpg,V,WD,0
214_repeat_2_2418_5781_4155.JPG,M,ND,0
L342F03302C39S14282Rp43262.jpg,V,G,0
L1089F00018C01S07929Rp24463.jpg,F,G,0
L1093F00633C39S11683Ip.jpg,V,WD,0
L342F01548C01S00391Rp14593.jpg,M,WD,0
L342F02126C01S03416Rp07156.jpg,F,WD,0
L221F02767C01S08471Rp28970.jpg,M,DR,40
L1144F04434C01S09216Rp24430.jpg,F,WD,0
L1095F00448C39S11764Ip.jpg,V,WD,0
L134F00089C01S02645Rp08073.jpg,F,WD,0
L315F02924C01S02272Rp05336.jpg,V,WD,0
L314F01001C01S03496Rp05603.jpg,V,G,0
L1094F01748C39S11585Rp33713.jpg,F,DR,20
L371F02584C39S12168Ip.jpg,S,G,0
L398F02597C01S10287Rp19559.jpg,V,G,0
L1083F00926C01S01026Rp07193.jpg,M,DR,40
L371F04458C01S08049Rp32327.jpg,S,G,0
L435F03242C01S01992Rp02623.jpg,S,WD,0
L121F03608C01S01416Rp12813.jpg,V,G,0
L1094F00011C01S07707Rp26805.jpg,F,WD,0
L1089F00889C01S08425Rp18951.jpg,V,G,0
L398F00103C01S07263Rp24636.jpg,M,G,0
L426F02613C39S14982Rp45297.jpg,V,G,0
L1089F03161C01S09027Rp27318.jpg,F,WD,0
L1153F00643C39S14116Ip.jpg,S,WD,0
L1144F04461C01S09227Rp30253.jpg,F,WD,0
L378F01052C01S06900Rp17009.jpg,V,G,0
L1084F01431C39S13924Rp33440.jpg,V,G,0
L415F04495C39S12684Rp32978.jpg,S,G,0
L331F04180C01S04933Rp09200.jpg,F,WD,0
L314F02357C01S08699Rp16086.jpg,S,WD,0
L325F03562C39S12193Rp44575.jpg,M,G,0
L121F01864C01S08368Rp16421.jpg,V,G,0
L1089F01146C01S08303Rp24833.jpg,M,G,0
